ticker,validated_date
AEP,2025-11-21T10:30:13.476310
AERO.SW,2025-11-21T10:30:13.476313
AES,2025-11-21T10:30:13.476317
AFL,2025-11-21T10:30:13.476320
AFRY.ST,2025-11-21T10:30:13.476323
AGG,2025-11-21T10:30:13.476326
AGRP.L,2025-11-21T10:30:13.476329
AGS.BR,2025-11-21T10:30:13.476333
AHT.L,2025-11-21T10:30:13.476336
AIG,2025-11-21T10:30:13.476340
AIR.PA,2025-11-21T10:30:13.476343
AIXA.DE,2025-11-21T10:30:13.476346
AIZ,2025-11-21T10:30:13.476349
AJG,2025-11-21T10:30:13.476353
AKAM,2025-11-21T10:30:13.476356
AKE.PA,2025-11-21T10:30:13.476359
AKER.OL,2025-11-21T10:30:13.476362
AKRBP.OL,2025-11-21T10:30:13.476366
ALB,2025-11-21T10:30:13.476369
ALFA.ST,2025-11-21T10:30:13.476373
ALFEN.AS,2025-11-21T10:30:13.476377
ALGN,2025-11-21T10:30:13.476380
ALIF-B.ST,2025-11-21T10:30:13.476383
ALL,2025-11-21T10:30:13.476387
ALLE,2025-11-21T10:30:13.476390
ALLEI.ST,2025-11-21T10:30:13.476393
ALLFG.AS,2025-11-21T10:30:13.476396
ALLN.SW,2025-11-21T10:30:13.476400
ALM.MC,2025-11-21T10:30:13.476403
ALMB.CO,2025-11-21T10:30:13.476406
ALPH.L,2025-11-21T10:30:13.476410
ALSN.SW,2025-11-21T10:30:13.476415
ALV.DE,2025-11-21T10:30:13.476419
AM.PA,2025-11-21T10:30:13.476422
AMAT,2025-11-21T10:30:13.476425
AMBEA.ST,2025-11-21T10:30:13.476428
AMCR,2025-11-21T10:30:13.476432
AMD,2025-11-21T10:30:13.476435
AME,2025-11-21T10:30:13.476438
AMG.AS,2025-11-21T10:30:13.476441
AMGN,2025-11-21T10:30:13.476445
AML.L,2025-11-21T10:30:13.476448
AMP,2025-11-21T10:30:13.476451
AMS.SW,2025-11-21T10:30:13.476454
AMT,2025-11-21T10:30:13.476457
AMUN.PA,2025-11-21T10:30:13.476461
AMZN,2025-11-21T10:30:13.476464
ANA.MC,2025-11-21T10:30:13.476468
ANDR.VI,2025-11-21T10:30:13.476471
ANE.MC,2025-11-21T10:30:13.476475
ANET,2025-11-21T10:30:13.476478
ANOD-B.ST,2025-11-21T10:30:13.476481
ANTO.L,2025-11-21T10:30:13.476485
AON,2025-11-21T10:30:13.476488
AOS,2025-11-21T10:30:13.476491
APA,2025-11-21T10:30:13.476494
APAM.AS,2025-11-21T10:30:13.476498
APD,2025-11-21T10:30:13.476501
APH,2025-11-21T10:30:13.476504
APO,2025-11-21T10:30:13.476507
APOTEA.ST,2025-11-21T10:30:13.476511
APP,2025-11-21T10:30:13.476514
APTV,2025-11-21T10:30:13.476517
AQ.ST,2025-11-21T10:30:13.476521
ARCAD.AS,2025-11-21T10:30:13.476525
ARE,2025-11-21T10:30:13.476528
ARGX.BR,2025-11-21T10:30:13.476531
ARIS.MI,2025-11-21T10:30:13.476534
ARJO-B.ST,2025-11-21T10:30:13.476538
ARM,2025-11-21T10:30:13.476541
ARYN.SW,2025-11-21T10:30:13.476544
ASHM.L,2025-11-21T10:30:13.476548
ASML.AS,2025-11-21T10:30:13.476551
ASRNL.AS,2025-11-21T10:30:13.476554
ASSA-B.ST,2025-11-21T10:30:13.476557
AT1.DE,2025-11-21T10:30:13.476561
ATCO-A.ST,2025-11-21T10:30:13.476564
ATG.L,2025-11-21T10:30:13.476567
ATO,2025-11-21T10:30:13.476570
ATT.ST,2025-11-21T10:30:13.476573
AUTO.OL,2025-11-21T10:30:13.476577
AV.L,2025-11-21T10:30:13.476580
AVB,2025-11-21T10:30:13.476584
AVGO,2025-11-21T10:30:13.476588
AVOL.SW,2025-11-21T10:30:13.476592
AVON.L,2025-11-21T10:30:13.476595
AVY,2025-11-21T10:30:13.476598
AWE.L,2025-11-21T10:30:13.476601
AWK,2025-11-21T10:30:13.476604
AXA,2025-11-21T10:30:13.476608
AXFO.ST,2025-11-21T10:30:13.476611
AXON,2025-11-21T10:30:13.476614
AXP,2025-11-21T10:30:13.476617
AYV.PA,2025-11-21T10:30:13.476620
AZE.BR,2025-11-21T10:30:13.476623
AZN,2025-11-21T10:30:13.476627
AZN.L,2025-11-21T10:30:13.476630
AZO,2025-11-21T10:30:13.476633
BA,2025-11-21T10:30:13.476636
BAB.L,2025-11-21T10:30:13.476640
BABA,2025-11-21T10:30:13.476643
BAC,2025-11-21T10:30:13.476646
BAER.SW,2025-11-21T10:30:13.476649
BAES.L,2025-11-21T10:30:13.476653
BAG.L,2025-11-21T10:30:13.476656
BAKKA.OL,2025-11-21T10:30:13.476659
BALD-B.ST,2025-11-21T10:30:13.476663
BALL,2025-11-21T10:30:13.476666
BALN.SW,2025-11-21T10:30:13.476670
BAMI.MI,2025-11-21T10:30:13.476673
BANB.SW,2025-11-21T10:30:13.476676
BAR.BR,2025-11-21T10:30:13.476679
BARC.L,2025-11-21T10:30:13.476683
BARN.SW,2025-11-21T10:30:13.476686
BAS.DE,2025-11-21T10:30:13.476689
BATS.L,2025-11-21T10:30:13.476693
BAVA.CO,2025-11-21T10:30:13.476696
BAX,2025-11-21T10:30:13.476699
BAYN.DE,2025-11-21T10:30:13.476702
BBVA.MC,2025-11-21T10:30:13.476706
BBY,2025-11-21T10:30:13.476709
BCG.L,2025-11-21T10:30:13.476712
BCHN.SW,2025-11-21T10:30:13.476716
BCP.LS,2025-11-21T10:30:13.476719
BCVN.SW,2025-11-21T10:30:13.476722
BDX,2025-11-21T10:30:13.476725
BEAN.SW,2025-11-21T10:30:13.476729
BEIA-B.ST,2025-11-21T10:30:13.476733
BEIJ-B.ST,2025-11-21T10:30:13.476736
BEKB.BR,2025-11-21T10:30:13.476739
BEN,2025-11-21T10:30:13.476743
BESI.AS,2025-11-21T10:30:13.476746
BETS-B.ST,2025-11-21T10:30:13.476749
BFF.MI,2025-11-21T10:30:13.476753
BFIT.AS,2025-11-21T10:30:13.476756
BFSA.DE,2025-11-21T10:30:13.476759
BFT.WA,2025-11-21T10:30:13.476762
BG,2025-11-21T10:30:13.476766
BGEO.L,2025-11-21T10:30:13.476769
BGN.MI,2025-11-21T10:30:13.476772
BHW.WA,2025-11-21T10:30:13.476775
BIIB,2025-11-21T10:30:13.476779
BIL,2025-11-21T10:30:13.476782
BILI-A.ST,2025-11-21T10:30:13.476785
BILL.ST,2025-11-21T10:30:13.476789
BIOA-B.ST,2025-11-21T10:30:13.476792
BIOG-B.ST,2025-11-21T10:30:13.476795
BIV,2025-11-21T10:30:13.476799
BK,2025-11-21T10:30:13.476802
BKNG,2025-11-21T10:30:13.476805
BKR,2025-11-21T10:30:13.476808
BKT.MC,2025-11-21T10:30:13.476811
BLDR,2025-11-21T10:30:13.476814
BLK,2025-11-21T10:30:13.476817
BLND.L,2025-11-21T10:30:13.476821
BMED.MI,2025-11-21T10:30:13.476824
BMPS.MI,2025-11-21T10:30:13.476828
BMW.DE,2025-11-21T10:30:13.476831
BMY,2025-11-21T10:30:13.476834
BND,2025-11-21T10:30:13.476837
BNDX,2025-11-21T10:30:13.476841
BNOR.OL,2025-11-21T10:30:13.476844
BNZL.L,2025-11-21T10:30:13.476847
BOL.ST,2025-11-21T10:30:13.476850
BONEX.ST,2025-11-21T10:30:13.476853
BOOZT.ST,2025-11-21T10:30:13.476857
BOWL.L,2025-11-21T10:30:13.476860
BOY.L,2025-11-21T10:30:13.476864
BP.L,2025-11-21T10:30:13.476867
BR,2025-11-21T10:30:13.476870
BRAV.ST,2025-11-21T10:30:13.476873
BRBY.L,2025-11-21T10:30:13.476876
BREE.L,2025-11-21T10:30:13.476880
BRKN.SW,2025-11-21T10:30:13.476883
BRO,2025-11-21T10:30:13.476886
BSLN.SW,2025-11-21T10:30:13.476890
BSV,2025-11-21T10:30:13.476893
BSX,2025-11-21T10:30:13.476896
BTRW.L,2025-11-21T10:30:13.476899
BUCN.SW,2025-11-21T10:30:13.476903
BUFAB.ST,2025-11-21T10:30:13.476906
BURE.ST,2025-11-21T10:30:13.476909
BVI.PA,2025-11-21T10:30:13.476912
BWLPG.OL,2025-11-21T10:30:13.476916
BWY.L,2025-11-21T10:30:13.476919
BX,2025-11-21T10:30:13.476922
BXP,2025-11-21T10:30:13.476925
BYG.L,2025-11-21T10:30:13.476930
BYIT.L,2025-11-21T10:30:13.476933
BZU.MI,2025-11-21T10:30:13.476936
C,2025-11-21T10:30:13.476940
CA.PA,2025-11-21T10:30:13.476943
CABK.MC,2025-11-21T10:30:13.476946
CADLR.OL,2025-11-21T10:30:13.477048
CAF.MC,2025-11-21T10:30:13.477054
CAG,2025-11-21T10:30:13.477058
CAH,2025-11-21T10:30:13.477061
CAMX.ST,2025-11-21T10:30:13.477064
CAN.L,2025-11-21T10:30:13.477067
CARM.PA,2025-11-21T10:30:13.477070
CARR,2025-11-21T10:30:13.477074
CAST.ST,2025-11-21T10:30:13.477077
CAT,2025-11-21T10:30:13.477080
CATE.ST,2025-11-21T10:30:13.477083
CB,2025-11-21T10:30:13.477086
CBOE,2025-11-21T10:30:13.477090
CBRE,2025-11-21T10:30:13.477093
CCC.L,2025-11-21T10:30:13.477096
CCEP,2025-11-21T10:30:13.477099
CCH.L,2025-11-21T10:30:13.477102
CCI,2025-11-21T10:30:13.477106
CCL,2025-11-21T10:30:13.477109
CCL.L,2025-11-21T10:30:13.477112
CDNS,2025-11-21T10:30:13.477115
CDR.WA,2025-11-21T10:30:13.477118
CDW,2025-11-21T10:30:13.477121
CEG,2025-11-21T10:30:13.477124
CF,2025-11-21T10:30:13.477128
CFG,2025-11-21T10:30:13.477131
CFR.SW,2025-11-21T10:30:13.477134
CGEO.L,2025-11-21T10:30:13.477137
CHD,2025-11-21T10:30:13.477141
CHEMM.CO,2025-11-21T10:30:13.477144
CHG.L,2025-11-21T10:30:13.477147
CHRW,2025-11-21T10:30:13.477150
CHTR,2025-11-21T10:30:13.477154
CI,2025-11-21T10:30:13.477157
CIBUS.ST,2025-11-21T10:30:13.477160
CINF,2025-11-21T10:30:13.477163
CKN.L,2025-11-21T10:30:13.477166
CL,2025-11-21T10:30:13.477170
CLARI.PA,2025-11-21T10:30:13.477173
CLAS-B.ST,2025-11-21T10:30:13.477176
CLN.SW,2025-11-21T10:30:13.477180
CLNX.MC,2025-11-21T10:30:13.477183
CLX,2025-11-21T10:30:13.477186
CMBN.SW,2025-11-21T10:30:13.477189
CMCSA,2025-11-21T10:30:13.477193
CME,2025-11-21T10:30:13.477196
CMG,2025-11-21T10:30:13.477199
CMI,2025-11-21T10:30:13.477202
CMS,2025-11-21T10:30:13.477205
CNA.L,2025-11-21T10:30:13.477208
CNC,2025-11-21T10:30:13.477212
CNP,2025-11-21T10:30:13.477215
COA.L,2025-11-21T10:30:13.477218
COF,2025-11-21T10:30:13.477221
COFA.PA,2025-11-21T10:30:13.477224
COFB.BR,2025-11-21T10:30:13.477227
COIN,2025-11-21T10:30:13.477230
COL.MC,2025-11-21T10:30:13.477234
COLOB.CO,2025-11-21T10:30:13.477237
COLR.BR,2025-11-21T10:30:13.477240
CON.DE,2025-11-21T10:30:13.477243
COO,2025-11-21T10:30:13.477246
COP,2025-11-21T10:30:13.477250
COPN.SW,2025-11-21T10:30:13.477253
COR,2025-11-21T10:30:13.477256
CORE-B.ST,2025-11-21T10:30:13.477260
COST,2025-11-21T10:30:13.477263
CPAY,2025-11-21T10:30:13.477266
CPB,2025-11-21T10:30:13.477269
CPG.L,2025-11-21T10:30:13.477272
CPI.L,2025-11-21T10:30:13.477276
CPRT,2025-11-21T10:30:13.477279
CPS.WA,2025-11-21T10:30:13.477282
CPT,2025-11-21T10:30:13.477285
CRDA.L,2025-11-21T10:30:13.477288
CRE.L,2025-11-21T10:30:13.477292
CRH.L,2025-11-21T10:30:13.477295
CRL,2025-11-21T10:30:13.477299
CRM,2025-11-21T10:30:13.477303
CRST.L,2025-11-21T10:30:13.477306
CRWD,2025-11-21T10:30:13.477309
CSCO,2025-11-21T10:30:13.477312
CSGP,2025-11-21T10:30:13.477315
CSX,2025-11-21T10:30:13.477319
CTAS,2025-11-21T10:30:13.477322
CTEC.L,2025-11-21T10:30:13.477325
CTPNV.AS,2025-11-21T10:30:13.477328
CTRA,2025-11-21T10:30:13.477331
CTSH,2025-11-21T10:30:13.477335
CTT.LS,2025-11-21T10:30:13.477338
CTVA,2025-11-21T10:30:13.477341
CURY.L,2025-11-21T10:30:13.477344
CVC.AS,2025-11-21T10:30:13.477347
CVS,2025-11-21T10:30:13.477351
CVX,2025-11-21T10:30:13.477354
CWK.L,2025-11-21T10:30:13.477357
CWR.L,2025-11-21T10:30:13.477361
D,2025-11-21T10:30:13.477364
DAE.SW,2025-11-21T10:30:13.477367
DAL,2025-11-21T10:30:13.477370
DANSKE.CO,2025-11-21T10:30:13.477373
DASH,2025-11-21T10:30:13.477377
DAY,2025-11-21T10:30:13.477380
DBG.PA,2025-11-21T10:30:13.477383
DBV.PA,2025-11-21T10:30:13.477386
DCC,2025-11-21T10:30:13.477389
DCC.L,2025-11-21T10:30:13.477392
DD,2025-11-21T10:30:13.477396
DDOG,2025-11-21T10:30:13.477399
DE,2025-11-21T10:30:13.477402
DEC.L,2025-11-21T10:30:13.477405
DECK,2025-11-21T10:30:13.477409
DELL,2025-11-21T10:30:13.477412
DEMANT.CO,2025-11-21T10:30:13.477415
DEME.BR,2025-11-21T10:30:13.477419
DESN.SW,2025-11-21T10:30:13.477422
DFAC,2025-11-21T10:30:13.477425
DFDS.CO,2025-11-21T10:30:13.477428
DG,2025-11-21T10:30:13.477432
DG.PA,2025-11-21T10:30:13.477435
DGE.L,2025-11-21T10:30:13.477438
DGRO,2025-11-21T10:30:13.477441
DGX,2025-11-21T10:30:13.477444
DHER.DE,2025-11-21T10:30:13.477447
DHI,2025-11-21T10:30:13.477451
DHR,2025-11-21T10:30:13.477454
DIA,2025-11-21T10:30:13.477457
DIOS.ST,2025-11-21T10:30:13.477460
DIS,2025-11-21T10:30:13.477463
DKSH.SW,2025-11-21T10:30:13.477467
DLG.MI,2025-11-21T10:30:13.477470
DLN.L,2025-11-21T10:30:13.477474
DLR,2025-11-21T10:30:13.477477
DLTR,2025-11-21T10:30:13.477480
DNB.OL,2025-11-21T10:30:13.477483
DNLM.L,2025-11-21T10:30:13.477486
DNO.OL,2025-11-21T10:30:13.477490
DNORD.CO,2025-11-21T10:30:13.477493
DNP.WA,2025-11-21T10:30:13.477496
DNR.MI,2025-11-21T10:30:13.477500
DOC,2025-11-21T10:30:13.477503
DOCM.SW,2025-11-21T10:30:13.477506
DOCS.L,2025-11-21T10:30:13.477509
DOFG.OL,2025-11-21T10:30:13.477512
DOKA.SW,2025-11-21T10:30:13.477516
DOM.L,2025-11-21T10:30:13.477519
DOV,2025-11-21T10:30:13.477522
DOW,2025-11-21T10:30:13.477525
DPLM.L,2025-11-21T10:30:13.477528
DPZ,2025-11-21T10:30:13.477532
DRI,2025-11-21T10:30:13.477535
DRX.L,2025-11-21T10:30:13.477538
DSCV.L,2025-11-21T10:30:13.477541
DSFIR.AS,2025-11-21T10:30:13.477545
DSV.CO,2025-11-21T10:30:13.477548
DTE,2025-11-21T10:30:13.477551
DUK,2025-11-21T10:30:13.477554
DVA,2025-11-21T10:30:13.477557
DVN,2025-11-21T10:30:13.477560
DWL.L,2025-11-21T10:30:13.477564
DXCM,2025-11-21T10:30:13.477567
DYNF,2025-11-21T10:30:13.477570
DYVOX.ST,2025-11-21T10:30:13.477573
EA,2025-11-21T10:30:13.477576
EBAY,2025-11-21T10:30:13.477580
ECL,2025-11-21T10:30:13.477583
ECMPA.AS,2025-11-21T10:30:13.477586
ED,2025-11-21T10:30:13.477589
EDEN.PA,2025-11-21T10:30:13.477592
EDP.LS,2025-11-21T10:30:13.477596
EDPR.LS,2025-11-21T10:30:13.477599
EFA,2025-11-21T10:30:13.477602
EFGN.SW,2025-11-21T10:30:13.477605
EFV,2025-11-21T10:30:13.477609
EFX,2025-11-21T10:30:13.477612
EG,2025-11-21T10:30:13.477615
EGLA.MI,2025-11-21T10:30:13.477618
EIX,2025-11-21T10:30:13.477621
EKTA-B.ST,2025-11-21T10:30:13.477625
EL,2025-11-21T10:30:13.477628
ELE.MC,2025-11-21T10:30:13.477631
ELI.BR,2025-11-21T10:30:13.477634
ELIOR.PA,2025-11-21T10:30:13.477638
ELIS.PA,2025-11-21T10:30:13.477641
ELISA.HE,2025-11-21T10:30:13.477644
ELK.OL,2025-11-21T10:30:13.477647
ELM.L,2025-11-21T10:30:13.477651
ELUX-B.ST,2025-11-21T10:30:13.477654
ELV,2025-11-21T10:30:13.477657
EMBRAC-B.ST,2025-11-21T10:30:13.477660
EME,2025-11-21T10:30:13.477664
EMEIS.PA,2025-11-21T10:30:13.477667
EMG.L,2025-11-21T10:30:13.477670
EMMN.SW,2025-11-21T10:30:13.477673
EMN,2025-11-21T10:30:13.477676
EMR,2025-11-21T10:30:13.477679
EMSN.SW,2025-11-21T10:30:13.477683
EN.PA,2025-11-21T10:30:13.477686
ENAV.MI,2025-11-21T10:30:13.477689
ENC.MC,2025-11-21T10:30:13.477692
ENEL.MI,2025-11-21T10:30:13.477696
ENGCON-B.ST,2025-11-21T10:30:13.477699
ENI.MI,2025-11-21T10:30:13.477702
ENOG.L,2025-11-21T10:30:13.477706
ENT.L,2025-11-21T10:30:13.477709
ENTRA.OL,2025-11-21T10:30:13.477712
ENX.PA,2025-11-21T10:30:13.477715
EOG,2025-11-21T10:30:13.477718
EPAM,2025-11-21T10:30:13.477722
EPR.OL,2025-11-21T10:30:13.477725
EPRO-B.ST,2025-11-21T10:30:13.477728
EQIX,2025-11-21T10:30:13.477731
EQNR.OL,2025-11-21T10:30:13.477734
EQR,2025-11-21T10:30:13.477738
EQT,2025-11-21T10:30:13.477741
ERG.MI,2025-11-21T10:30:13.477744
ERIC-B.ST,2025-11-21T10:30:13.477747
ERIE,2025-11-21T10:30:13.477751
ES,2025-11-21T10:30:13.477754
ESP.L,2025-11-21T10:30:13.477757
ESS,2025-11-21T10:30:13.477760
ESSITY-B.ST,2025-11-21T10:30:13.477763
ETL.PA,2025-11-21T10:30:13.477767
ETN,2025-11-21T10:30:13.477770
ETR,2025-11-21T10:30:13.477773
EVO.ST,2025-11-21T10:30:13.477776
EVOK.L,2025-11-21T10:30:13.477779
EVRG,2025-11-21T10:30:13.477782
EVT.DE,2025-11-21T10:30:13.477786
EW,2025-11-21T10:30:13.477789
EXA.PA,2025-11-21T10:30:13.477792
EXC,2025-11-21T10:30:13.477795
EXE,2025-11-21T10:30:13.477798
EXENS.PA,2025-11-21T10:30:13.477802
EXPD,2025-11-21T10:30:13.477805
EXPE,2025-11-21T10:30:13.477809
EXPN.L,2025-11-21T10:30:13.477812
EXR,2025-11-21T10:30:13.477815
EZJ.L,2025-11-21T10:30:13.477818
F,2025-11-21T10:30:13.477821
FABG.ST,2025-11-21T10:30:13.477824
FAN.L,2025-11-21T10:30:13.477828
FANG,2025-11-21T10:30:13.477867
FAST,2025-11-21T10:30:13.477871
FBK.MI,2025-11-21T10:30:13.477875
FCT.MI,2025-11-21T10:30:13.477878
FCX,2025-11-21T10:30:13.477881
FDM.L,2025-11-21T10:30:13.477885
FDS,2025-11-21T10:30:13.477888
FDX,2025-11-21T10:30:13.477891
FE,2025-11-21T10:30:13.477894
FER.MC,2025-11-21T10:30:13.477897
FFIV,2025-11-21T10:30:13.477900
FGP.L,2025-11-21T10:30:13.477904
FHZN.SW,2025-11-21T10:30:13.477907
FI,2025-11-21T10:30:13.477910
FICO,2025-11-21T10:30:13.477913
FILA.MI,2025-11-21T10:30:13.477917
FIS,2025-11-21T10:30:13.477920
FITB,2025-11-21T10:30:13.477923
FLOW.AS,2025-11-21T10:30:13.477926
FLS.CO,2025-11-21T10:30:13.477929
FORN.SW,2025-11-21T10:30:13.477933
FORT.L,2025-11-21T10:30:13.477936
FORTUM.HE,2025-11-21T10:30:13.477939
FOUR.L,2025-11-21T10:30:13.477942
FOX,2025-11-21T10:30:13.477946
FOXA,2025-11-21T10:30:13.477949
FR.PA,2025-11-21T10:30:13.477952
FRAS.L,2025-11-21T10:30:13.477955
FRE.DE,2025-11-21T10:30:13.477958
FRES.L,2025-11-21T10:30:13.477962
FRO.OL,2025-11-21T10:30:13.477965
FRT,2025-11-21T10:30:13.477968
FRVIA.PA,2025-11-21T10:30:13.477971
FSLR,2025-11-21T10:30:13.477975
FTNT,2025-11-21T10:30:13.477978
FTV,2025-11-21T10:30:13.477981
FUTR.L,2025-11-21T10:30:13.477984
FXPO.L,2025-11-21T10:30:13.477987
G24.DE,2025-11-21T10:30:13.477990
GALD.SW,2025-11-21T10:30:13.477993
GALE.SW,2025-11-21T10:30:13.477997
GALP.LS,2025-11-21T10:30:13.478000
GAW.L,2025-11-21T10:30:13.478003
GBLB.BR,2025-11-21T10:30:13.478006
GCO.MC,2025-11-21T10:30:13.478010
GD,2025-11-21T10:30:13.478013
GDDY,2025-11-21T10:30:13.478016
GDX,2025-11-21T10:30:13.478019
GE,2025-11-21T10:30:13.478022
GEBN.SW,2025-11-21T10:30:13.478025
GEHC,2025-11-21T10:30:13.478029
GEN,2025-11-21T10:30:13.478032
GENG.L,2025-11-21T10:30:13.478035
GEST.MC,2025-11-21T10:30:13.478038
GETI-B.ST,2025-11-21T10:30:13.478041
GEV,2025-11-21T10:30:13.478045
GF.SW,2025-11-21T10:30:13.478048
GFS,2025-11-21T10:30:13.478051
GILD,2025-11-21T10:30:13.478054
GIS,2025-11-21T10:30:13.478057
GIVN.SW,2025-11-21T10:30:13.478061
GL,2025-11-21T10:30:13.478064
GLD,2025-11-21T10:30:13.478067
GLDM,2025-11-21T10:30:13.478070
GLEN.L,2025-11-21T10:30:13.478073
GLPG.AS,2025-11-21T10:30:13.478077
GLW,2025-11-21T10:30:13.478080
GM,2025-11-21T10:30:13.478083
GMAB.CO,2025-11-21T10:30:13.478086
GN.CO,2025-11-21T10:30:13.478089
GNC.L,2025-11-21T10:30:13.478093
GNRC,2025-11-21T10:30:13.478096
GNS.L,2025-11-21T10:30:13.478099
GOOG,2025-11-21T10:30:13.478102
GOOGL,2025-11-21T10:30:13.478105
GOVT,2025-11-21T10:30:13.478108
GPC,2025-11-21T10:30:13.478112
GPN,2025-11-21T10:30:13.478115
GRG.L,2025-11-21T10:30:13.478119
GRI.L,2025-11-21T10:30:13.478122
GRMN,2025-11-21T10:30:13.478125
GROW.L,2025-11-21T10:30:13.478128
GS,2025-11-21T10:30:13.478131
GSK,2025-11-21T10:30:13.478135
GSK.L,2025-11-21T10:30:13.478138
GTT.PA,2025-11-21T10:30:13.478141
GUBRA.CO,2025-11-21T10:30:13.478144
GWW,2025-11-21T10:30:13.478148
GYC.DE,2025-11-21T10:30:13.478151
HAFNI.OL,2025-11-21T10:30:13.478154
HAL,2025-11-21T10:30:13.478157
HAS,2025-11-21T10:30:13.478161
HAUTO.OL,2025-11-21T10:30:13.478164
HAVAS.AS,2025-11-21T10:30:13.478167
HBAN,2025-11-21T10:30:13.478171
HBH.DE,2025-11-21T10:30:13.478174
HBR.L,2025-11-21T10:30:13.478177
HCA,2025-11-21T10:30:13.478180
HD,2025-11-21T10:30:13.478183
HEBA-B.ST,2025-11-21T10:30:13.478186
HEIA.AS,2025-11-21T10:30:13.478190
HEIO.AS,2025-11-21T10:30:13.478193
HELN.SW,2025-11-21T10:30:13.478196
HEM.ST,2025-11-21T10:30:13.478200
HEX.OL,2025-11-21T10:30:13.478203
HEXA-B.ST,2025-11-21T10:30:13.478206
HFD.L,2025-11-21T10:30:13.478209
HFG.L,2025-11-21T10:30:13.478213
HIG,2025-11-21T10:30:13.478216
HII,2025-11-21T10:30:13.478220
HIK.L,2025-11-21T10:30:13.478223
HILS.L,2025-11-21T10:30:13.478227
HLAG.DE,2025-11-21T10:30:13.478230
HLE.DE,2025-11-21T10:30:13.478233
HLMA.L,2025-11-21T10:30:13.478236
HLN.L,2025-11-21T10:30:13.478240
HLT,2025-11-21T10:30:13.478243
HM-B.ST,2025-11-21T10:30:13.478246
HMSO.L,2025-11-21T10:30:13.478249
HOFI.ST,2025-11-21T10:30:13.478252
HOLM-B.ST,2025-11-21T10:30:13.478256
HOLN.SW,2025-11-21T10:30:13.478259
HOLX,2025-11-21T10:30:13.478262
HOME.MC,2025-11-21T10:30:13.478265
HON,2025-11-21T10:30:13.478268
HOOD,2025-11-21T10:30:13.478272
HPE,2025-11-21T10:30:13.478275
HPOL-B.ST,2025-11-21T10:30:13.478278
HPQ,2025-11-21T10:30:13.478281
HRL,2025-11-21T10:30:13.478285
HSBA.L,2025-11-21T10:30:13.478288
HSIC,2025-11-21T10:30:13.478291
HST,2025-11-21T10:30:13.478294
HSX.L,2025-11-21T10:30:13.478297
HSY,2025-11-21T10:30:13.478300
HTG.L,2025-11-21T10:30:13.478304
HTRO.ST,2025-11-21T10:30:13.478307
HTWS.L,2025-11-21T10:30:13.478310
HUBB,2025-11-21T10:30:13.478313
HUBN.SW,2025-11-21T10:30:13.478316
HUFV-A.ST,2025-11-21T10:30:13.478320
HUH1V.HE,2025-11-21T10:30:13.478323
HUM,2025-11-21T10:30:13.478326
HUSQ-B.ST,2025-11-21T10:30:13.478329
HWDN.L,2025-11-21T10:30:13.478333
HWM,2025-11-21T10:30:13.478336
IAG,2025-11-21T10:30:13.478339
IAU,2025-11-21T10:30:13.478342
IBE.MC,2025-11-21T10:30:13.478345
IBIT,2025-11-21T10:30:13.478349
IBKR,2025-11-21T10:30:13.478352
IBM,2025-11-21T10:30:13.478355
IBST.L,2025-11-21T10:30:13.478358
ICAD.PA,2025-11-21T10:30:13.478361
ICE,2025-11-21T10:30:13.478365
