ticker,validated_date
ASHM.L,2025-11-21T10:30:12.057930
ASML.AS,2025-11-21T10:30:12.057934
ASRNL.AS,2025-11-21T10:30:12.057937
ASSA-B.ST,2025-11-21T10:30:12.057940
AT1.DE,2025-11-21T10:30:12.057944
ATCO-A.ST,2025-11-21T10:30:12.057948
ATG.L,2025-11-21T10:30:12.057951
ATO,2025-11-21T10:30:12.057954
ATT.ST,2025-11-21T10:30:12.057957
AUTO.OL,2025-11-21T10:30:12.057961
AV.L,2025-11-21T10:30:12.057964
AVB,2025-11-21T10:30:12.057967
AVGO,2025-11-21T10:30:12.057972
AVOL.SW,2025-11-21T10:30:12.057975
AVON.L,2025-11-21T10:30:12.057978
AVY,2025-11-21T10:30:12.057981
AWE.L,2025-11-21T10:30:12.057985
AWK,2025-11-21T10:30:12.057988
AXA,2025-11-21T10:30:12.057991
AXFO.ST,2025-11-21T10:30:12.057994
AXON,2025-11-21T10:30:12.057998
AXP,2025-11-21T10:30:12.058001
AYV.PA,2025-11-21T10:30:12.058004
AZE.BR,2025-11-21T10:30:12.058008
AZN,2025-11-21T10:30:12.058011
AZN.L,2025-11-21T10:30:12.058017
AZO,2025-11-21T10:30:12.058023
BA,2025-11-21T10:30:12.058029
BAB.L,2025-11-21T10:30:12.058035
BABA,2025-11-21T10:30:12.058040
BAC,2025-11-21T10:30:12.058046
BAER.SW,2025-11-21T10:30:12.058052
BAES.L,2025-11-21T10:30:12.058059
BAG.L,2025-11-21T10:30:12.058065
BAKKA.OL,2025-11-21T10:30:12.058071
BALD-B.ST,2025-11-21T10:30:12.058077
BALL,2025-11-21T10:30:12.058091
BALN.SW,2025-11-21T10:30:12.058097
BAMI.MI,2025-11-21T10:30:12.058102
BANB.SW,2025-11-21T10:30:12.058108
BAR.BR,2025-11-21T10:30:12.058130
BARC.L,2025-11-21T10:30:12.058134
BARN.SW,2025-11-21T10:30:12.058137
BAS.DE,2025-11-21T10:30:12.058141
BATS.L,2025-11-21T10:30:12.058144
BAVA.CO,2025-11-21T10:30:12.058147
BAX,2025-11-21T10:30:12.058151
BAYN.DE,2025-11-21T10:30:12.058154
BBVA.MC,2025-11-21T10:30:12.058157
BBY,2025-11-21T10:30:12.058160
BCG.L,2025-11-21T10:30:12.058164
BCHN.SW,2025-11-21T10:30:12.058167
BCP.LS,2025-11-21T10:30:12.058170
BCVN.SW,2025-11-21T10:30:12.058173
BDX,2025-11-21T10:30:12.058177
BEAN.SW,2025-11-21T10:30:12.058180
BEIA-B.ST,2025-11-21T10:30:12.058185
BEIJ-B.ST,2025-11-21T10:30:12.058188
BEKB.BR,2025-11-21T10:30:12.058191
BEN,2025-11-21T10:30:12.058195
BESI.AS,2025-11-21T10:30:12.058198
BETS-B.ST,2025-11-21T10:30:12.058201
BFF.MI,2025-11-21T10:30:12.058204
BFIT.AS,2025-11-21T10:30:12.058208
BFSA.DE,2025-11-21T10:30:12.058211
BFT.WA,2025-11-21T10:30:12.058214
BG,2025-11-21T10:30:12.058217
BGEO.L,2025-11-21T10:30:12.058221
BGN.MI,2025-11-21T10:30:12.058224
BHW.WA,2025-11-21T10:30:12.058227
BIIB,2025-11-21T10:30:12.058231
BIL,2025-11-21T10:30:12.058234
BILI-A.ST,2025-11-21T10:30:12.058237
BILL.ST,2025-11-21T10:30:12.058240
BIOA-B.ST,2025-11-21T10:30:12.058244
BIOG-B.ST,2025-11-21T10:30:12.058247
BIV,2025-11-21T10:30:12.058250
BK,2025-11-21T10:30:12.058254
BKNG,2025-11-21T10:30:12.058257
BKR,2025-11-21T10:30:12.058260
BKT.MC,2025-11-21T10:30:12.058263
BLDR,2025-11-21T10:30:12.058267
BLK,2025-11-21T10:30:12.058270
BLND.L,2025-11-21T10:30:12.058273
BMED.MI,2025-11-21T10:30:12.058276
BMPS.MI,2025-11-21T10:30:12.058288
BMW.DE,2025-11-21T10:30:12.058292
BMY,2025-11-21T10:30:12.058295
BND,2025-11-21T10:30:12.058298
BNDX,2025-11-21T10:30:12.058303
BNOR.OL,2025-11-21T10:30:12.058309
BNZL.L,2025-11-21T10:30:12.058315
BOL.ST,2025-11-21T10:30:12.058322
BONEX.ST,2025-11-21T10:30:12.058328
BOOZT.ST,2025-11-21T10:30:12.058335
BOWL.L,2025-11-21T10:30:12.058342
BOY.L,2025-11-21T10:30:12.058348
BP.L,2025-11-21T10:30:12.058355
BR,2025-11-21T10:30:12.058361
BRAV.ST,2025-11-21T10:30:12.058368
BRBY.L,2025-11-21T10:30:12.058375
BREE.L,2025-11-21T10:30:12.058381
BRKN.SW,2025-11-21T10:30:12.058387
BRO,2025-11-21T10:30:12.058393
BSLN.SW,2025-11-21T10:30:12.058422
BSV,2025-11-21T10:30:12.058436
BSX,2025-11-21T10:30:12.058442
BTRW.L,2025-11-21T10:30:12.058477
BUCN.SW,2025-11-21T10:30:12.058485
BUFAB.ST,2025-11-21T10:30:12.058491
BURE.ST,2025-11-21T10:30:12.058536
BVI.PA,2025-11-21T10:30:12.058542
BWLPG.OL,2025-11-21T10:30:12.058548
BWY.L,2025-11-21T10:30:12.058555
BX,2025-11-21T10:30:12.058562
BXP,2025-11-21T10:30:12.058568
BYG.L,2025-11-21T10:30:12.058577
BYIT.L,2025-11-21T10:30:12.058583
BZU.MI,2025-11-21T10:30:12.058590
C,2025-11-21T10:30:12.058595
CA.PA,2025-11-21T10:30:12.058601
CABK.MC,2025-11-21T10:30:12.058607
CADLR.OL,2025-11-21T10:30:12.058723
CAF.MC,2025-11-21T10:30:12.058734
CAG,2025-11-21T10:30:12.058741
CAH,2025-11-21T10:30:12.058746
CAMX.ST,2025-11-21T10:30:12.058752
CAN.L,2025-11-21T10:30:12.058758
CARM.PA,2025-11-21T10:30:12.058764
CARR,2025-11-21T10:30:12.058769
CAST.ST,2025-11-21T10:30:12.058775
CAT,2025-11-21T10:30:12.058782
CATE.ST,2025-11-21T10:30:12.058788
CB,2025-11-21T10:30:12.059039
CBOE,2025-11-21T10:30:12.059055
CBRE,2025-11-21T10:30:12.059061
CCC.L,2025-11-21T10:30:12.059498
CCEP,2025-11-21T10:30:12.059812
CCH.L,2025-11-21T10:30:12.059823
CCI,2025-11-21T10:30:12.059830
CCL,2025-11-21T10:30:12.059837
CCL.L,2025-11-21T10:30:12.059842
CDNS,2025-11-21T10:30:12.059847
CDR.WA,2025-11-21T10:30:12.059853
CDW,2025-11-21T10:30:12.059858
CEG,2025-11-21T10:30:12.059864
CF,2025-11-21T10:30:12.059869
CFG,2025-11-21T10:30:12.059875
CFR.SW,2025-11-21T10:30:12.059881
CGEO.L,2025-11-21T10:30:12.059887
CHD,2025-11-21T10:30:12.059893
CHEMM.CO,2025-11-21T10:30:12.059899
CHG.L,2025-11-21T10:30:12.059905
CHRW,2025-11-21T10:30:12.059910
CHTR,2025-11-21T10:30:12.059916
CI,2025-11-21T10:30:12.059922
CIBUS.ST,2025-11-21T10:30:12.059927
CINF,2025-11-21T10:30:12.059933
CKN.L,2025-11-21T10:30:12.059938
CL,2025-11-21T10:30:12.059944
CLARI.PA,2025-11-21T10:30:12.059950
CLAS-B.ST,2025-11-21T10:30:12.059956
CLN.SW,2025-11-21T10:30:12.059961
CLNX.MC,2025-11-21T10:30:12.059967
CLX,2025-11-21T10:30:12.059973
CMBN.SW,2025-11-21T10:30:12.059978
CMCSA,2025-11-21T10:30:12.059984
CME,2025-11-21T10:30:12.059989
CMG,2025-11-21T10:30:12.059995
CMI,2025-11-21T10:30:12.060000
CMS,2025-11-21T10:30:12.060005
CNA.L,2025-11-21T10:30:12.060011
CNC,2025-11-21T10:30:12.060017
CNP,2025-11-21T10:30:12.060022
COA.L,2025-11-21T10:30:12.060028
COF,2025-11-21T10:30:12.060035
COFA.PA,2025-11-21T10:30:12.060041
COFB.BR,2025-11-21T10:30:12.060047
COIN,2025-11-21T10:30:12.060054
COL.MC,2025-11-21T10:30:12.060060
COLOB.CO,2025-11-21T10:30:12.060066
COLR.BR,2025-11-21T10:30:12.060072
CON.DE,2025-11-21T10:30:12.060078
COO,2025-11-21T10:30:12.060085
COP,2025-11-21T10:30:12.060090
COPN.SW,2025-11-21T10:30:12.060096
COR,2025-11-21T10:30:12.060102
CORE-B.ST,2025-11-21T10:30:12.060110
COST,2025-11-21T10:30:12.060117
CPAY,2025-11-21T10:30:12.060123
CPB,2025-11-21T10:30:12.060129
CPG.L,2025-11-21T10:30:12.060135
CPI.L,2025-11-21T10:30:12.060141
CPRT,2025-11-21T10:30:12.060147
CPS.WA,2025-11-21T10:30:12.060153
CPT,2025-11-21T10:30:12.060174
CRDA.L,2025-11-21T10:30:12.060178
CRE.L,2025-11-21T10:30:12.060182
CRH.L,2025-11-21T10:30:12.060185
CRL,2025-11-21T10:30:12.060191
CRM,2025-11-21T10:30:12.060194
CRST.L,2025-11-21T10:30:12.060197
CRWD,2025-11-21T10:30:12.060200
CSCO,2025-11-21T10:30:12.060204
CSGP,2025-11-21T10:30:12.060207
CSX,2025-11-21T10:30:12.060210
CTAS,2025-11-21T10:30:12.060213
CTEC.L,2025-11-21T10:30:12.060217
CTPNV.AS,2025-11-21T10:30:12.060220
CTRA,2025-11-21T10:30:12.060223
CTSH,2025-11-21T10:30:12.060227
CTT.LS,2025-11-21T10:30:12.060230
CTVA,2025-11-21T10:30:12.060233
CURY.L,2025-11-21T10:30:12.060237
CVC.AS,2025-11-21T10:30:12.060240
CVS,2025-11-21T10:30:12.060244
CVX,2025-11-21T10:30:12.060247
CWK.L,2025-11-21T10:30:12.060251
CWR.L,2025-11-21T10:30:12.060254
D,2025-11-21T10:30:12.060257
DAE.SW,2025-11-21T10:30:12.060261
DAL,2025-11-21T10:30:12.060264
DANSKE.CO,2025-11-21T10:30:12.060267
DASH,2025-11-21T10:30:12.060271
DAY,2025-11-21T10:30:12.060274
DBG.PA,2025-11-21T10:30:12.060277
DBV.PA,2025-11-21T10:30:12.060280
DCC,2025-11-21T10:30:12.060284
DCC.L,2025-11-21T10:30:12.060287
DD,2025-11-21T10:30:12.060290
DDOG,2025-11-21T10:30:12.060293
DE,2025-11-21T10:30:12.060299
DEC.L,2025-11-21T10:30:12.060302
DECK,2025-11-21T10:30:12.060305
DELL,2025-11-21T10:30:12.060308
DEMANT.CO,2025-11-21T10:30:12.060312
DEME.BR,2025-11-21T10:30:12.060315
DESN.SW,2025-11-21T10:30:12.060318
DFAC,2025-11-21T10:30:12.060322
DFDS.CO,2025-11-21T10:30:12.060325
DG,2025-11-21T10:30:12.060334
DG.PA,2025-11-21T10:30:12.060338
DGE.L,2025-11-21T10:30:12.060341
DGRO,2025-11-21T10:30:12.060344
DGX,2025-11-21T10:30:12.060347
DHER.DE,2025-11-21T10:30:12.060351
DHI,2025-11-21T10:30:12.060354
DHR,2025-11-21T10:30:12.060357
DIA,2025-11-21T10:30:12.060361
DIOS.ST,2025-11-21T10:30:12.060364
DIS,2025-11-21T10:30:12.060367
DKSH.SW,2025-11-21T10:30:12.060372
DLG.MI,2025-11-21T10:30:12.060375
DLN.L,2025-11-21T10:30:12.060378
DLR,2025-11-21T10:30:12.060381
DLTR,2025-11-21T10:30:12.060385
DNB.OL,2025-11-21T10:30:12.060388
DNLM.L,2025-11-21T10:30:12.060391
DNO.OL,2025-11-21T10:30:12.060394
DNORD.CO,2025-11-21T10:30:12.060398
DNP.WA,2025-11-21T10:30:12.060401
DNR.MI,2025-11-21T10:30:12.060404
DOC,2025-11-21T10:30:12.060408
DOCM.SW,2025-11-21T10:30:12.060411
DOCS.L,2025-11-21T10:30:12.060414
DOFG.OL,2025-11-21T10:30:12.060417
DOKA.SW,2025-11-21T10:30:12.060421
DOM.L,2025-11-21T10:30:12.060424
DOV,2025-11-21T10:30:12.060427
DOW,2025-11-21T10:30:12.060430
DPLM.L,2025-11-21T10:30:12.060434
DPZ,2025-11-21T10:30:12.060437
DRI,2025-11-21T10:30:12.060440
DRX.L,2025-11-21T10:30:12.060443
DSCV.L,2025-11-21T10:30:12.060447
DSFIR.AS,2025-11-21T10:30:12.060450
DSV.CO,2025-11-21T10:30:12.060453
DTE,2025-11-21T10:30:12.060456
DUK,2025-11-21T10:30:12.060460
DVA,2025-11-21T10:30:12.060463
DVN,2025-11-21T10:30:12.060466
DWL.L,2025-11-21T10:30:12.060469
DXCM,2025-11-21T10:30:12.060472
DYNF,2025-11-21T10:30:12.060476
DYVOX.ST,2025-11-21T10:30:12.060484
EA,2025-11-21T10:30:12.060488
EBAY,2025-11-21T10:30:12.060491
ECL,2025-11-21T10:30:12.060494
ECMPA.AS,2025-11-21T10:30:12.060498
ED,2025-11-21T10:30:12.060501
EDEN.PA,2025-11-21T10:30:12.060504
EDP.LS,2025-11-21T10:30:12.060507
EDPR.LS,2025-11-21T10:30:12.060511
EFA,2025-11-21T10:30:12.060514
EFGN.SW,2025-11-21T10:30:12.060517
EFV,2025-11-21T10:30:12.060521
EFX,2025-11-21T10:30:12.060524
EG,2025-11-21T10:30:12.060528
EGLA.MI,2025-11-21T10:30:12.060531
EIX,2025-11-21T10:30:12.060534
EKTA-B.ST,2025-11-21T10:30:12.060537
EL,2025-11-21T10:30:12.060541
ELE.MC,2025-11-21T10:30:12.060544
ELI.BR,2025-11-21T10:30:12.060547
ELIOR.PA,2025-11-21T10:30:12.060550
ELIS.PA,2025-11-21T10:30:12.060554
ELISA.HE,2025-11-21T10:30:12.060557
ELK.OL,2025-11-21T10:30:12.060560
ELM.L,2025-11-21T10:30:12.060564
ELUX-B.ST,2025-11-21T10:30:12.060567
ELV,2025-11-21T10:30:12.060570
EMBRAC-B.ST,2025-11-21T10:30:12.060573
EME,2025-11-21T10:30:12.060577
EMEIS.PA,2025-11-21T10:30:12.060580
EMG.L,2025-11-21T10:30:12.060583
EMMN.SW,2025-11-21T10:30:12.060587
EMN,2025-11-21T10:30:12.060590
EMR,2025-11-21T10:30:12.060593
EMSN.SW,2025-11-21T10:30:12.060596
EN.PA,2025-11-21T10:30:12.060599
ENAV.MI,2025-11-21T10:30:12.060603
ENC.MC,2025-11-21T10:30:12.060606
ENEL.MI,2025-11-21T10:30:12.060609
ENGCON-B.ST,2025-11-21T10:30:12.060613
ENI.MI,2025-11-21T10:30:12.060616
ENOG.L,2025-11-21T10:30:12.060620
ENT.L,2025-11-21T10:30:12.060623
ENTRA.OL,2025-11-21T10:30:12.060626
ENX.PA,2025-11-21T10:30:12.060629
EOG,2025-11-21T10:30:12.060633
EPAM,2025-11-21T10:30:12.060636
EPR.OL,2025-11-21T10:30:12.060639
EPRO-B.ST,2025-11-21T10:30:12.060643
EQIX,2025-11-21T10:30:12.060646
EQNR.OL,2025-11-21T10:30:12.060649
EQR,2025-11-21T10:30:12.060653
EQT,2025-11-21T10:30:12.060656
ERG.MI,2025-11-21T10:30:12.060659
ERIC-B.ST,2025-11-21T10:30:12.060662
ERIE,2025-11-21T10:30:12.060666
ES,2025-11-21T10:30:12.060669
ESP.L,2025-11-21T10:30:12.060672
ESS,2025-11-21T10:30:12.060675
ESSITY-B.ST,2025-11-21T10:30:12.060678
ETL.PA,2025-11-21T10:30:12.060682
ETN,2025-11-21T10:30:12.060685
ETR,2025-11-21T10:30:12.060688
EVO.ST,2025-11-21T10:30:12.060691
EVOK.L,2025-11-21T10:30:12.060695
EVRG,2025-11-21T10:30:12.060698
EVT.DE,2025-11-21T10:30:12.060701
EW,2025-11-21T10:30:12.060705
EXA.PA,2025-11-21T10:30:12.060708
EXC,2025-11-21T10:30:12.060711
EXE,2025-11-21T10:30:12.060714
EXENS.PA,2025-11-21T10:30:12.060718
EXPD,2025-11-21T10:30:12.060722
EXPE,2025-11-21T10:30:12.060725
EXPN.L,2025-11-21T10:30:12.060729
EXR,2025-11-21T10:30:12.060732
EZJ.L,2025-11-21T10:30:12.060735
F,2025-11-21T10:30:12.060739
FABG.ST,2025-11-21T10:30:12.060742
FAN.L,2025-11-21T10:30:12.060745
FANG,2025-11-21T10:30:12.060847
FAST,2025-11-21T10:30:12.060858
FBK.MI,2025-11-21T10:30:12.060864
FCT.MI,2025-11-21T10:30:12.060870
FCX,2025-11-21T10:30:12.060877
FDM.L,2025-11-21T10:30:12.060883
FDS,2025-11-21T10:30:12.060888
FDX,2025-11-21T10:30:12.060894
FE,2025-11-21T10:30:12.060900
FER.MC,2025-11-21T10:30:12.060905
FFIV,2025-11-21T10:30:12.060908
FGP.L,2025-11-21T10:30:12.060911
FHZN.SW,2025-11-21T10:30:12.060914
FI,2025-11-21T10:30:12.060918
FICO,2025-11-21T10:30:12.060921
FILA.MI,2025-11-21T10:30:12.060924
FIS,2025-11-21T10:30:12.060928
FITB,2025-11-21T10:30:12.060931
FLOW.AS,2025-11-21T10:30:12.060934
FLS.CO,2025-11-21T10:30:12.060937
FORN.SW,2025-11-21T10:30:12.060940
FORT.L,2025-11-21T10:30:12.060944
FORTUM.HE,2025-11-21T10:30:12.060947
FOUR.L,2025-11-21T10:30:12.060951
FOX,2025-11-21T10:30:12.060954
FOXA,2025-11-21T10:30:12.060958
FR.PA,2025-11-21T10:30:12.060961
FRAS.L,2025-11-21T10:30:12.060964
FRE.DE,2025-11-21T10:30:12.060968
FRES.L,2025-11-21T10:30:12.060971
FRO.OL,2025-11-21T10:30:12.060974
FRT,2025-11-21T10:30:12.060978
FRVIA.PA,2025-11-21T10:30:12.060981
FSLR,2025-11-21T10:30:12.060984
FTNT,2025-11-21T10:30:12.060987
FTV,2025-11-21T10:30:12.060991
FUTR.L,2025-11-21T10:30:12.060994
FXPO.L,2025-11-21T10:30:12.060997
G24.DE,2025-11-21T10:30:12.061000
GALD.SW,2025-11-21T10:30:12.061003
GALE.SW,2025-11-21T10:30:12.061007
GALP.LS,2025-11-21T10:30:12.061010
GAW.L,2025-11-21T10:30:12.061013
GBLB.BR,2025-11-21T10:30:12.061017
GCO.MC,2025-11-21T10:30:12.061020
GD,2025-11-21T10:30:12.061023
GDDY,2025-11-21T10:30:12.061026
GDX,2025-11-21T10:30:12.061029
GE,2025-11-21T10:30:12.061032
GEBN.SW,2025-11-21T10:30:12.061036
GEHC,2025-11-21T10:30:12.061039
GEN,2025-11-21T10:30:12.061042
GENG.L,2025-11-21T10:30:12.061045
GEST.MC,2025-11-21T10:30:12.061049
GETI-B.ST,2025-11-21T10:30:12.061052
GEV,2025-11-21T10:30:12.061055
GF.SW,2025-11-21T10:30:12.061058
GFS,2025-11-21T10:30:12.061062
GILD,2025-11-21T10:30:12.061065
GIS,2025-11-21T10:30:12.061068
GIVN.SW,2025-11-21T10:30:12.061071
GL,2025-11-21T10:30:12.061074
GLD,2025-11-21T10:30:12.061077
GLDM,2025-11-21T10:30:12.061080
GLEN.L,2025-11-21T10:30:12.061084
GLPG.AS,2025-11-21T10:30:12.061088
GLW,2025-11-21T10:30:12.061091
GM,2025-11-21T10:30:12.061094
GMAB.CO,2025-11-21T10:30:12.061097
GN.CO,2025-11-21T10:30:12.061101
GNC.L,2025-11-21T10:30:12.061104
GNRC,2025-11-21T10:30:12.061107
GNS.L,2025-11-21T10:30:12.061110
GOOG,2025-11-21T10:30:12.061114
GOOGL,2025-11-21T10:30:12.061117
GOVT,2025-11-21T10:30:12.061120
GPC,2025-11-21T10:30:12.061123
GPN,2025-11-21T10:30:12.061128
GRG.L,2025-11-21T10:30:12.061131
GRI.L,2025-11-21T10:30:12.061134
GRMN,2025-11-21T10:30:12.061137
GROW.L,2025-11-21T10:30:12.061141
GS,2025-11-21T10:30:12.061144
GSK,2025-11-21T10:30:12.061147
GSK.L,2025-11-21T10:30:12.061150
GTT.PA,2025-11-21T10:30:12.061153
GUBRA.CO,2025-11-21T10:30:12.061157
GWW,2025-11-21T10:30:12.061160
GYC.DE,2025-11-21T10:30:12.061163
HAFNI.OL,2025-11-21T10:30:12.061167
HAL,2025-11-21T10:30:12.061170
HAS,2025-11-21T10:30:12.061173
HAUTO.OL,2025-11-21T10:30:12.061176
HAVAS.AS,2025-11-21T10:30:12.061180
HBAN,2025-11-21T10:30:12.061184
HBH.DE,2025-11-21T10:30:12.061187
HBR.L,2025-11-21T10:30:12.061190
HCA,2025-11-21T10:30:12.061193
HD,2025-11-21T10:30:12.061197
HEBA-B.ST,2025-11-21T10:30:12.061200
HEIA.AS,2025-11-21T10:30:12.061203
HEIO.AS,2025-11-21T10:30:12.061206
HELN.SW,2025-11-21T10:30:12.061210
HEM.ST,2025-11-21T10:30:12.061213
HEX.OL,2025-11-21T10:30:12.061216
HEXA-B.ST,2025-11-21T10:30:12.061219
HFD.L,2025-11-21T10:30:12.061223
HFG.L,2025-11-21T10:30:12.061226
HIG,2025-11-21T10:30:12.061229
HII,2025-11-21T10:30:12.061234
HIK.L,2025-11-21T10:30:12.061237
HILS.L,2025-11-21T10:30:12.061240
HLAG.DE,2025-11-21T10:30:12.061244
HLE.DE,2025-11-21T10:30:12.061247
HLMA.L,2025-11-21T10:30:12.061250
HLN.L,2025-11-21T10:30:12.061253
HLT,2025-11-21T10:30:12.061257
HM-B.ST,2025-11-21T10:30:12.061260
HMSO.L,2025-11-21T10:30:12.061263
HOFI.ST,2025-11-21T10:30:12.061266
HOLM-B.ST,2025-11-21T10:30:12.061270
HOLN.SW,2025-11-21T10:30:12.061273
HOLX,2025-11-21T10:30:12.061276
HOME.MC,2025-11-21T10:30:12.061279
HON,2025-11-21T10:30:12.061282
HOOD,2025-11-21T10:30:12.061286
HPE,2025-11-21T10:30:12.061289
HPOL-B.ST,2025-11-21T10:30:12.061292
HPQ,2025-11-21T10:30:12.061295
HRL,2025-11-21T10:30:12.061299
HSBA.L,2025-11-21T10:30:12.061302
HSIC,2025-11-21T10:30:12.061305
HST,2025-11-21T10:30:12.061309
HSX.L,2025-11-21T10:30:12.061312
HSY,2025-11-21T10:30:12.061315
HTG.L,2025-11-21T10:30:12.061318
HTRO.ST,2025-11-21T10:30:12.061321
HTWS.L,2025-11-21T10:30:12.061324
HUBB,2025-11-21T10:30:12.061328
HUBN.SW,2025-11-21T10:30:12.061331
HUFV-A.ST,2025-11-21T10:30:12.061334
HUH1V.HE,2025-11-21T10:30:12.061337
HUM,2025-11-21T10:30:12.061341
HUSQ-B.ST,2025-11-21T10:30:12.061344
HWDN.L,2025-11-21T10:30:12.061347
HWM,2025-11-21T10:30:12.061350
IAG,2025-11-21T10:30:12.061353
IAU,2025-11-21T10:30:12.061357
IBE.MC,2025-11-21T10:30:12.061360
IBIT,2025-11-21T10:30:12.061363
IBKR,2025-11-21T10:30:12.061366
IBM,2025-11-21T10:30:12.061370
IBST.L,2025-11-21T10:30:12.061373
ICAD.PA,2025-11-21T10:30:12.061376
ICE,2025-11-21T10:30:12.061379
